ID,Name,Learning preference,Assessment 1,Assessment 2,Quiz 1,Quiz 2,Beginner lecture 1,Beginner lecture 2,Beginner lecture 3,Medium lecture 1,Medium lecture 2,Medium lecture 3,Advanced lecture 1,Advanced lecture 2,Advanced lecture 3,Beginner lesson 1,Beginner lesson 2,Beginner lesson 3,Medium lesson 1,Medium lesson 2,Medium lesson 3,Advanced lesson 1,Advanced lesson 2,Advanced lesson 3,Beginner hands-on 1,Beginner hands-on 2,Beginner hands-on 3,Medium hands-on 1,Medium hands-on 2,Medium hands-on 3,Advanced hands-on 1,Advanced hands-on 2,Advanced hands-on 3,Overall Score,Overall Performance
01HNCCSMKC0YVQ363TT24S3JEM,Suzy Pound,Visual,87,94,22,24,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,90.8,Excellent
01HNCCSMKEKRF7A6S79ETFYNX1,Ceciley Rust,Visual,39,33,8,25,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,42.0,Poor
01HNCCSMKK8PBZMKWYKYKHYW0T,Bee Dullaghan,Visual,26,43,1,16,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,34.4,Poor
01HNCCSMKP1WAWGGZTPHQ0H7G6,Elyse Atwool,Kinesthetic,38,56,7,8,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,43.6,Poor
01HNCCSMKT4CS8DVWS9YW3P6A9,Kerrin Stilldale,Visual,33,96,22,10,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,64.4,Average
01HNCCSMKYPTPHDCWYZTYCR5R0,Faye Danbrook,Kinesthetic,90,12,5,5,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,44.8,Poor
01HNCCSMM3TGGTD00HP8AG8A82,Garrot Fradgley,Visual,18,49,16,12,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,38.0,Poor
01HNCCSMM7GM1AGC4HVBKXYWYE,Maurizio Sworne,Kinesthetic,77,72,22,5,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,70.39999999999999,Good
01HNCCSMMA0ZVHG2Z5ZFTG2M0F,Vita Loseke,Kinesthetic,61,79,24,13,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1,70.8,Good
01HNCCSMMCQEKF78REJMHBM4DE,Immanuel Gilluley,Kinesthetic,90,97,24,15,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,90.4,Excellent
01HNCCSMME4WJ6AR8PH0MNM6NS,Maxine Gartenfeld,Visual,82,32,7,15,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,54.400000000000006,Average
01HNCCSMMKDEN9HZPZD8D8VYGD,Erminia Scawn,Kinesthetic,66,92,3,18,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,71.6,Good
01HNCCSMMRKJYGS3NC76VPFEZ4,Brett Gallacher,Kinesthetic,87,62,23,13,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,74.0,Good
01HNCCSMMXD39QCW4KBS1XV2YT,Delores Dickman,Auditory,7,74,15,2,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,39.2,Poor
01HNCCSMN3EZJEBNA3PFG0BCJY,Joelle Iskowitz,Visual,37,28,24,9,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,39.2,Poor
01HNCCSMN7PKNM4Z7SBSBR5HGE,Melita Hourstan,Kinesthetic,63,63,11,23,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,64.0,Average
01HNCCSMNC2MK1EGT3VF9B1GT5,Rochette Karadzas,Visual,31,50,22,1,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,41.6,Poor
01HNCCSMNEK35ZNBAQBMVSHKTF,Beitris Lanchbery,Visual,91,11,19,23,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,57.6,Average
01HNCCSMNHB5VN309GN41H0S5A,Celestia Kinge,Auditory,25,32,16,7,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,32.0,Poor
01HNCCSMNMK99QXVJM3PK85AVP,Esdras Dudney,Kinesthetic,71,31,16,10,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,51.2,Average
01HNCCSMNQ3981ET44NKDS7WHH,Darcey Bigglestone,Visual,53,76,0,9,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,55.2,Average
01HNCCSMNVGKC5YWGJY4VGX22T,Carver Iron,Visual,16,71,7,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,37.6,Poor
01HNCCSMNZDZDSS5E1A4QC7A3Q,Charmian Rodman,Visual,65,48,14,15,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,56.8,Average
01HNCCSMP2FHDVZZ09GJJ0WW06,Case Birtley,Auditory,9,83,0,12,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,41.6,Poor
01HNCCSMP5YX92KFDN9JXT23PT,Isabelita Branni,Auditory,96,23,7,16,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,56.8,Average
01HNCCSMP9YGSAQFRT4SDRZHR6,Den Cicconetti,Visual,22,77,13,7,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,47.6,Poor
01HNCCSMPBMPJ275F7V0ABZF62,Rik Libermore,Visual,59,82,21,20,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,72.8,Good
01HNCCSMPEZH2SBZW66XMRP8JY,Lorne Rodge,Visual,44,18,11,3,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,30.4,Poor
01HNCCSMPK6ZY59091Y3WXD4W1,Herman Reddings,Visual,100,91,5,6,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,80.80000000000001,Good
01HNCCSMPQ22PRV69EAT0QK5PJ,Marney Noblett,Auditory,18,91,15,14,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,55.2,Average
01HNCCSMPWJCPDEW6W0EH3EJEN,Marnia Boon,Visual,69,28,23,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,48.4,Poor
01HNCCSMQ1PMP8R4GS9BBBWS17,Kameko Dance,Kinesthetic,96,4,25,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,51.2,Average
01HNCCSMQ6PP40BKRQ3N67AG3Q,Penelope Lacaze,Auditory,75,75,7,6,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,65.2,Average
01HNCCSMQ9E1T7D5345AX8Z7T1,Florella Brantl,Auditory,9,10,5,19,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,17.2,Poor
01HNCCSMQC06DK84XJEW8HBSNF,Winny Dyball,Auditory,7,35,18,14,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,29.6,Poor
01HNCCSMQF6DCNFDZ6CBQAKY76,Hyacinthia Bortolutti,Visual,46,88,16,17,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,66.8,Average
01HNCCSMQMDJMY20C1JCPB4H65,Quinn Hoffmann,Auditory,38,81,17,20,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,62.4,Average
01HNCCSMQTHP0D9P7DHCAKG6XD,Arley Rainsbury,Visual,49,36,19,17,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,48.4,Poor
01HNCCSMR0AJ0PSFF93AJ2686H,Nester Schechter,Kinesthetic,25,34,6,10,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,30.0,Poor
01HNCCSMR4X2ZMJREHWMFCVZGQ,Hillie Roches,Kinesthetic,71,79,16,16,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,72.8,Good
01HNCCSMR9CAY0EMF1H8MKJ3WT,Lek Chesnut,Auditory,7,2,19,21,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,19.6,Poor
01HNCCSMRDP80AN12RS7EV0GFV,Antoinette Lampl,Auditory,23,98,1,16,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,55.2,Average
01HNCCSMRHQZYES719PQV3BV27,Wynne Cawtheray,Visual,7,60,0,22,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,35.6,Poor
01HNCCSMRNF2Z2XVHX1P0KCDPC,Ansel Rollin,Auditory,93,1,19,11,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,49.6,Poor
01HNCCSMRTF3735HK7JT01NT48,Donall Scotcher,Visual,24,8,24,13,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,27.6,Poor
01HNCCSMRX02RTWQ2XGW4KEAWC,Fidelia Selbach,Kinesthetic,82,7,23,2,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,45.6,Poor
01HNCCSMS1J2P7ZW467YECX6DJ,Moina Santon,Kinesthetic,72,33,5,21,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,52.400000000000006,Average
01HNCCSMS5V5MH2QZT3RYA28SJ,Daphne Hamlington,Auditory,66,42,10,15,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,53.2,Average
01HNCCSMSAGJY1DWBZK6WNT84T,Elke Cowtherd,Auditory,52,44,12,8,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,46.400000000000006,Poor
01HNCCSMSFPXNB1FHV461KMEVH,Aarika Colgan,Kinesthetic,8,91,9,17,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,50.0,Average
01HNCCSMSNH4RRGH2SK2JFFC2D,Ernestine Braiden,Auditory,100,15,17,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,52.8,Average
01HNCCSMST0AJN9ND6BCFJJGVA,Donnajean Rusbridge,Auditory,13,98,14,20,0,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,57.99999999999999,Average
01HNCCSMSYR2GE0CG8K5PWWV0R,Neal MacGahey,Auditory,52,44,11,7,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,45.6,Poor
01HNCCSMT0R6Q93X8T16NX4N24,Lindsay Luton,Visual,75,14,25,16,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,52.0,Average
01HNCCSMT3N3ZEZRJBT9Y6CD73,Carl Wragg,Kinesthetic,48,56,17,2,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,49.2,Poor
01HNCCSMT84NWJ5D7KHYJS63PD,Lesly Edworthy,Auditory,73,70,0,19,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1,64.8,Average
01HNCCSMTG1SV2SXSEEY67B6XV,Shannah Lipp,Auditory,62,73,2,5,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,56.8,Average
01HNCCSMTP9J4CKR8CAKJK479A,Sari Thornham,Kinesthetic,62,87,21,2,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,68.8,Average
01HNCCSMTWBHSR52T1KEZ18PR2,Kahlil Stathers,Kinesthetic,2,42,24,11,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,31.6,Poor
01HNCCSMV2QG61P9HXS4RJWTYJ,Merilyn Mengue,Visual,79,71,12,21,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,73.2,Good
01HNCCSMV8X7MM5CATHPZ3W5F2,Wildon Shatford,Auditory,39,2,16,21,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,31.2,Poor
01HNCCSMVE4QKXEFEH7MXS4WJV,Josee Simon,Auditory,31,60,21,2,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,45.6,Poor
01HNCCSMVK5KNSQZP4AXZBNDGJ,Alon Ashleigh,Auditory,25,93,9,17,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,57.6,Average
01HNCCSMVRYA301PBPHQV3QJMG,Elli Dagworthy,Auditory,98,86,9,16,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,83.6,Good
01HNCCSMVWBD7ZPVTWVX80Y58B,Lanie Floyde,Visual,46,57,10,18,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,52.400000000000006,Average
01HNCCSMW2BZN6X00352H2VGBZ,Vicki Packman,Kinesthetic,30,90,0,11,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,52.400000000000006,Average
01HNCCSMW8BD0P4J2X1JNZTKPZ,Shawnee Tireman,Visual,47,4,21,2,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,29.6,Poor
01HNCCSMWDRA1J07G6SS5RK34N,Monti McGahy,Auditory,17,71,4,23,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,46.0,Poor
01HNCCSMWKVYMDHNR9QFBG8BY4,Adriana Pudney,Kinesthetic,67,78,6,12,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,65.2,Average
01HNCCSMWSKWXJHHH2SRDN4GXX,Binky Worgan,Kinesthetic,53,60,15,19,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,58.8,Average
01HNCCSMWYSH4X2CYC1PXNX839,Rafferty Imlen,Visual,82,42,19,9,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,60.8,Average
01HNCCSMX3AFVA28EKK4G5J7HX,Maisey Sivyer,Visual,85,43,11,24,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,65.2,Average
01HNCCSMX70XNG5YTZ4BH93YS5,Antonio Spellman,Visual,65,20,8,20,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,45.2,Poor
01HNCCSMXBQTTA2JWDW9MBA434,Teresa Kubicki,Visual,85,52,6,4,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,58.8,Average
01HNCCSMXE03J82QBHY1DEYTQN,Tandi Hellicar,Auditory,43,51,0,2,0,0,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,38.4,Poor
01HNCCSMXG8W39HZCANHB8ZZGA,Phillis Stegers,Kinesthetic,81,4,12,13,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,44.0,Poor
01HNCCSMXJZXBR4EK9S5TYK326,Alfy Blackster,Visual,8,78,18,11,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,46.0,Poor
01HNCCSMXK3CGNNGEMCVC993H9,Bartlet Colbertson,Visual,68,85,21,25,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,79.60000000000001,Good
01HNCCSMXNY5P657Z0GM3YX0KH,Adria Kehri,Visual,1,71,19,25,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,46.400000000000006,Poor
01HNCCSMXQJ3CDJNDGZYC27JT6,Alonzo Vaughton,Visual,25,45,8,22,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,40.0,Poor
01HNCCSMXR1XDHHWATWECMTJ32,Isacco Gregoriou,Auditory,95,82,25,21,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,89.2,Excellent
01HNCCSMXTPF7YJA3ND9MFT1H3,Johannes Rawlings,Auditory,34,11,18,19,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,32.800000000000004,Poor
01HNCCSMY089RB39V0FWFSAKKV,Alyson Faye,Kinesthetic,61,12,7,11,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1,36.4,Poor
01HNCCSMY28AMY31RFH0ADACJK,Manolo Genny,Visual,8,57,12,12,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,35.6,Poor
01HNCCSMY4EG0CEN17A3AXX3BR,Darcie Escoffrey,Visual,0,42,6,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,19.2,Poor
01HNCCSMY501X3Y1DDZ5ZCBZD4,Shandeigh McGloin,Auditory,6,83,15,9,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,45.2,Poor
01HNCCSMY71NN6K2CPJ3KNSYKQ,Virginia Sparwell,Auditory,61,81,16,12,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,68.0,Average
01HNCCSMY9Y3B1ADPTF6GDXV8Y,Vladimir Jansey,Visual,83,38,3,17,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,0,56.39999999999999,Average
01HNCCSMYAKSRFEXA0KBA0ENHC,Daisey Estick,Auditory,59,98,8,4,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,67.60000000000001,Average
01HNCCSMYCFH5Q4SCHTYEKWTPN,Beilul Beecham,Visual,50,18,11,15,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,37.6,Poor
01HNCCSMYFWRYZJS5DF29XX0WR,Gabby Maidstone,Auditory,76,85,7,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,67.60000000000001,Average
01HNCCSMYJMZYNZQJ8TEAY9Y25,Consalve Beatens,Kinesthetic,40,5,23,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1,27.6,Poor
01HNCCSMYP6V6R32FDB3S0DD2H,Karin Hardstaff,Visual,73,87,17,23,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,80.0,Good
01HNCCSMYSVWYPKGAC3JRE73TY,Colas Ort,Visual,89,88,3,8,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,75.2,Good
01HNCCSMYVGZDNSBFHQ6MSR9CW,Veronike Jenney,Visual,26,15,12,17,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,28.000000000000004,Poor
01HNCCSMYXEEG8R3CXCTYVDEMK,Alicea Le Lievre,Kinesthetic,44,46,18,6,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,45.6,Poor
01HNCCSMYZS4YQF19TXGSKJG95,Hagan Vye,Auditory,37,91,25,13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,66.4,Average
01HNCCSMZ06G85FGP4RQZCTKPN,Warren Baike,Kinesthetic,8,29,14,20,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,28.4,Poor
01HNCCSMZ2NCW5KFPGSAE44HKD,Phyllis Pudden,Kinesthetic,31,28,24,24,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,42.8,Poor
01HNCCSMZ4D40P7MFTD15B8QGT,Alis Sorrell,Auditory,64,6,19,24,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,45.2,Poor
01HNCCSMZ6457QAG0VHCR2C34V,Katherina McNuff,Kinesthetic,38,69,12,19,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,55.2,Average
01HNCCSMZ8C9C2V1ZAQMH7CM0P,Iggie Scanlin,Visual,87,6,17,14,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,49.6,Poor
01HNCCSMZAR517V2G7W6FHKX82,Suzi Corneil,Kinesthetic,25,3,23,13,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,25.6,Poor
01HNCCSMZCA4TY9EH8Y8W52ZHQ,Celestina Dominy,Auditory,65,3,11,8,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,34.8,Poor
01HNCCSMZFMFKF5TJ88FP9RKQF,Heinrik Lebang,Visual,98,13,0,21,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,52.8,Average
01HNCCSMZHGMV39DWXKM2H4DBF,Milicent Piggrem,Kinesthetic,22,93,4,17,1,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,54.400000000000006,Average
01HNCCSMZK6B3G5AF15DRP6T6E,Ceciley Dowty,Kinesthetic,54,22,23,13,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,44.8,Poor
01HNCCSMZN65NE2EWBRWJREVZ9,Lorette Jackes,Kinesthetic,77,7,24,3,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,44.4,Poor
01HNCCSMZPSHT5T3FK1A3Q52EP,Kessiah Rusk,Visual,77,73,13,15,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,71.2,Good
01HNCCSMZRM9RHAW537EBC0X2P,Barnabas Wrey,Visual,10,23,9,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,17.2,Poor
01HNCCSMZTKAX194QSACV7CE7B,Jamill Baden,Kinesthetic,58,48,6,11,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,49.2,Poor
01HNCCSMZWYAWT9MZH2PD4MAQ5,Hashim Kilroy,Kinesthetic,3,83,22,1,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,43.6,Poor
01HNCCSMZZDDA6Q88P2SSWZJCT,Sonny Edmundson,Visual,46,37,23,25,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,52.400000000000006,Average
01HNCCSN01AN116X9X644GS2VR,Jerrie Woolward,Auditory,3,37,25,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,26.0,Poor
01HNCCSN027M8NW2D6QQDQ2A5H,Judi Prue,Visual,73,55,2,16,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,58.4,Average
01HNCCSN04QG8BETGJPXMSX07T,Janean Crevagh,Kinesthetic,81,43,7,21,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,60.8,Average
01HNCCSN06SCQS8HKBN6E8EFWB,Kylen Gresch,Kinesthetic,15,58,11,11,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,38.0,Poor
01HNCCSN08ASD055A42AKAFSRR,Jami Craigie,Visual,3,81,11,25,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,48.0,Poor
01HNCCSN094VPW6S99B204E90M,Douglass Vann,Kinesthetic,100,10,24,22,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,62.4,Average
01HNCCSN0BQTN4B6N07HVDJWHD,Ermanno Tredgold,Kinesthetic,40,74,1,9,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,49.6,Poor
01HNCCSN0D4B9H639M5KXCSJJM,Ivan Schustl,Auditory,55,40,22,15,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,52.8,Average
01HNCCSN0FNZ32YE2YE7AD8H4R,Arvie Camelli,Visual,3,63,8,10,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,33.6,Poor
01HNCCSN0H3JP2QF9QG712PR45,Francesca Klosser,Auditory,95,80,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,70.0,Good
01HNCCSN0KTQ8MMVNFXK3SKXW6,Issy Josebury,Kinesthetic,11,82,6,9,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,43.2,Poor
